Date, Open, High, Low, Close, Volume
09/25/25, 435.24, 435.35, 419.08, 423.39, 96746430
09/24/25, 429.83, 444.21, 429.0301, 442.79, 93133570
09/23/25, 439.88, 440.97, 423.72, 425.85, 83422688
09/22/25, 431.11, 444.98, 429.13, 434.21, 97108781
09/19/25, 421.82, 429.47, 421.72, 426.07, 93131031
09/18/25, 428.865, 432.2199, 416.56, 416.85, 90454516
09/17/25, 415.75, 428.3121, 409.67, 425.86, 106133508
09/16/25, 414.495, 423.25, 411.43, 421.62, 104285695
09/15/25, 423.13, 425.70, 402.43, 410.04, 163823703
09/12/25, 370.94, 396.6899, 370.24, 395.94, 168156406
09/11/25, 350.17, 368.99, 347.60, 368.81, 103756000
09/10/25, 350.55, 356.33, 346.07, 347.79, 72121680
09/09/25, 348.44, 350.77, 343.82, 346.97, 53815992
09/08/25, 354.64, 358.44, 344.84, 346.40, 75208289
09/05/25, 348.00, 355.87, 344.6801, 350.84, 108989797
09/04/25, 336.15, 338.89, 331.48, 338.53, 60711031
09/03/25, 335.20, 343.33, 328.51, 334.09, 88733289
09/02/25, 328.23, 333.33, 325.60, 329.36, 58391953
08/29/25, 347.23, 348.7499, 331.70, 333.87, 81145664
08/28/25, 350.91, 353.55, 340.26, 345.98, 67903219
08/27/25, 351.94, 355.39, 349.156, 349.60, 65519008
08/26/25, 344.93, 351.90, 343.72, 351.67, 76651555
08/25/25, 338.90, 349.53, 335.03, 346.60, 86670039
08/22/25, 321.66, 340.25, 319.69, 340.01, 94016352
08/21/25, 322.08, 324.90, 318.68, 320.11, 55744449
08/20/25, 329.22, 331.37, 314.60, 323.90, 77481766
08/19/25, 335.79, 340.55, 327.85, 329.31, 75956000
08/18/25, 329.62, 336.27, 329.59, 335.16, 56956551
08/15/25, 337.655, 339.30, 327.02, 330.56, 74319789
08/14/25, 335.76, 340.4699, 330.40, 335.58, 75000656
08/13/25, 341.50, 348.98, 338.20, 339.38, 67838891
08/12/25, 345.00, 345.26, 332.94, 340.84, 80690109
08/11/25, 335.00, 346.64, 334.15, 339.03, 105320203
08/08/25, 321.43, 335.15, 320.98, 329.65, 91200320
08/07/25, 319.79, 322.40, 316.16, 322.27, 66658672
08/06/25, 307.89, 320.47, 306.9345, 319.91, 78523586
08/05/25, 308.95, 312.4499, 305.50, 308.72, 57961281
08/04/25, 309.08, 312.1186, 303.0001, 309.26, 78683914
08/01/25, 306.205, 309.31, 297.82, 302.63, 89121445
07/31/25, 319.605, 321.37, 306.10, 308.27, 85270922
07/30/25, 322.18, 324.4499, 311.6164, 319.04, 83931938
07/29/25, 325.55, 326.25, 318.25, 321.20, 87358867
07/28/25, 318.45, 330.49, 315.69, 325.59, 112673797
07/25/25, 308.74, 323.63, 308.01, 316.06, 148227016
07/24/25, 310.00, 310.15, 300.41, 305.30, 156966000
07/23/25, 330.90, 336.20, 328.67, 332.56, 92553758
07/22/25, 329.74, 335.4098, 321.55, 332.11, 77370367
07/21/25, 334.40, 338.00, 326.88, 328.49, 75768797
07/18/25, 321.66, 330.90, 321.42, 329.65, 94254992
07/17/25, 323.15, 324.34, 317.0601, 319.41, 73922875
07/16/25, 312.80, 323.50, 312.62, 321.67, 97284789
07/15/25, 319.675, 321.20, 310.50, 310.78, 77556352
07/14/25, 317.73, 322.5986, 312.67, 316.90, 78043430
07/11/25, 307.89, 314.09, 305.65, 313.51, 79236438
07/10/25, 300.05, 310.48, 300.00, 309.87, 104365297
07/09/25, 297.55, 300.15, 293.55, 295.88, 75586766
07/08/25, 297.00, 304.0499, 294.35, 297.81, 103246703
07/07/25, 291.37, 296.15, 288.7701, 293.94, 131177906
07/03/25, 317.99, 318.45, 312.76, 315.35, 58042301
07/02/25, 312.63, 316.832, 303.82, 315.65, 119483695
07/01/25, 298.46, 305.89, 293.21, 300.71, 145085703
06/30/25, 319.90, 325.5799, 316.60, 317.66, 76695078
06/27/25, 324.51, 329.3393, 317.495, 323.63, 89067047
06/26/25, 324.61, 331.05, 323.61, 325.78, 80440914
06/25/25, 342.70, 343.00, 320.40, 327.55, 119845102
06/24/25, 356.17, 356.26, 340.44, 340.47, 114736203
06/23/25, 327.54, 357.54, 327.48, 348.68, 190716797
06/20/25, 327.95, 332.36, 317.78, 322.16, 108688000
06/18/25, 317.31, 329.32, 315.45, 322.05, 95137688
06/17/25, 326.09, 327.26, 314.74, 316.35, 88282672
06/16/25, 331.29, 332.05, 326.41, 329.13, 83925859
06/13/25, 313.97, 332.99, 313.30, 325.31, 128964305
06/12/25, 323.075, 332.56, 316.86, 319.11, 105127508
06/11/25, 334.395, 335.50, 322.50, 326.43, 122611398
06/10/25, 314.94, 327.83, 310.667, 326.09, 151256500
06/09/25, 285.955, 309.83, 281.85, 308.58, 140908891
06/06/25, 298.83, 305.50, 291.14, 295.14, 164747703
06/05/25, 322.49, 324.5499, 273.21, 284.70, 292818688
06/04/25, 345.095, 345.60, 327.3308, 332.05, 98912078
06/03/25, 346.595, 355.40, 343.04, 344.27, 99324547
06/02/25, 343.50, 348.02, 333.33, 342.69, 81873828
05/30/25, 355.52, 363.68, 345.29, 346.46, 123474898
05/29/25, 365.29, 367.71, 356.00, 358.43, 88545672
05/28/25, 364.84, 365.00, 355.91, 356.90, 91404312
05/27/25, 347.35, 363.79, 347.32, 362.89, 120146398
05/23/25, 337.92, 343.18, 333.21, 339.34, 84654812
05/22/25, 331.90, 347.27, 331.39, 341.04, 97113422
05/21/25, 344.43, 347.35, 332.20, 334.62, 102354797
05/20/25, 347.87, 354.9899, 341.63, 343.82, 131715500
05/19/25, 336.30, 343.00, 333.37, 342.09, 88869852
05/16/25, 346.24, 351.62, 342.33, 349.98, 95895672
05/15/25, 340.34, 346.1393, 334.7153, 342.82, 97882602
05/14/25, 342.50, 350.00, 337.00, 347.68, 136997297
05/13/25, 320.00, 337.5894, 316.80, 334.07, 136992609
05/12/25, 321.99, 322.21, 311.50, 318.38, 112826703
05/09/25, 290.21, 307.04, 290.00, 298.26, 132387797
05/08/25, 279.63, 289.80, 279.41, 284.82, 97539445
05/07/25, 276.88, 277.92, 271.00, 276.22, 71882406
05/06/25, 273.105, 277.73, 271.35, 275.35, 76715789
05/05/25, 284.57, 284.849, 274.40, 280.26, 94618883
05/02/25, 284.90, 294.78, 279.81, 287.21, 114454703
05/01/25, 280.01, 290.8688, 279.81, 280.52, 99658969
04/30/25, 279.90, 284.45, 270.78, 282.16, 128961102
04/29/25, 285.50, 293.32, 279.4695, 292.03, 108906602
04/28/25, 288.98, 294.86, 272.42, 285.88, 151731812
04/25/25, 261.69, 286.85, 259.63, 284.95, 167560703
04/24/25, 250.50, 259.54, 249.20, 259.51, 94464203
04/23/25, 254.86, 259.4499, 244.43, 250.74, 150381906
04/22/25, 230.96, 242.79, 229.8501, 237.97, 120858492
04/21/25, 230.26, 232.21, 222.79, 227.50, 97768008
04/17/25, 243.47, 244.34, 237.6833, 241.37, 83404781
04/16/25, 247.61, 251.97, 233.89, 241.55, 112378703
04/15/25, 249.91, 258.75, 247.54, 254.11, 79594320
04/14/25, 258.36, 261.80, 245.93, 252.35, 100135203
04/11/25, 251.84, 257.74, 241.3629, 252.31, 128948094
04/10/25, 260.00, 262.49, 239.33, 252.40, 181722594
04/09/25, 224.69, 274.69, 223.88, 272.20, 219433406
04/08/25, 245.00, 250.44, 217.80, 221.86, 171603500
04/07/25, 223.78, 252.00, 214.25, 233.29, 183453797
04/04/25, 255.38, 261.00, 236.00, 239.43, 181229406
04/03/25, 265.29, 276.30, 261.51, 267.28, 136174297
04/02/25, 254.60, 284.99, 251.27, 282.76, 212787812
04/01/25, 263.80, 277.45, 259.25, 268.46, 146486891
03/31/25, 249.31, 260.56, 243.3601, 259.16, 134008891
03/28/25, 275.575, 276.10, 260.57, 263.55, 123809398
03/27/25, 272.48, 291.85, 271.8216, 273.13, 162572094
03/26/25, 282.66, 284.90, 266.51, 272.06, 156254406
03/25/25, 283.60, 288.20, 271.28, 288.14, 150361500
03/24/25, 258.075, 278.64, 256.33, 278.39, 169079906
03/21/25, 234.985, 249.52, 234.55, 248.71, 132728703
03/20/25, 233.345, 238.00, 230.0501, 236.26, 99028273
03/19/25, 231.61, 241.41, 229.201, 235.86, 111993797
03/18/25, 228.155, 230.10, 222.28, 225.31, 111477602
03/17/25, 245.055, 245.40, 232.80, 238.01, 111900602
03/14/25, 247.31, 251.58, 240.73, 249.98, 100242305
03/13/25, 248.125, 248.29, 232.60, 240.68, 114813508
03/12/25, 247.22, 251.84, 241.10, 248.09, 142215703
03/11/25, 225.305, 237.0649, 217.02, 230.58, 174896406
03/10/25, 252.535, 253.37, 220.00, 222.15, 189076891
03/07/25, 259.32, 266.2499, 250.73, 262.67, 102369602
03/06/25, 272.06, 272.65, 260.02, 263.45, 98451570
03/05/25, 272.92, 279.55, 267.71, 279.10, 94042914
03/04/25, 270.93, 284.35, 261.8401, 272.04, 126706602
03/03/25, 300.34, 303.94, 277.30, 284.65, 115551398
02/28/25, 279.50, 293.88, 273.60, 292.98, 115697000
02/27/25, 291.16, 297.23, 280.88, 281.95, 101748203
02/26/25, 303.715, 309.00, 288.04, 290.80, 100118305
02/25/25, 327.025, 328.89, 297.2512, 302.80, 134228797
02/24/25, 338.14, 342.3973, 324.70, 330.53, 76052320
02/21/25, 353.44, 354.98, 334.42, 337.80, 74058648
02/20/25, 361.51, 362.30, 348.00, 354.40, 45965352
02/19/25, 354.00, 367.34, 353.67, 360.56, 67094367
02/18/25, 355.01, 359.10, 350.02, 354.11, 51631699
02/14/25, 360.62, 362.00, 347.50, 355.84, 68277281
02/13/25, 345.00, 358.69, 342.85, 355.94, 89441523
02/12/25, 329.94, 346.40, 329.12, 336.51, 105382703
02/11/25, 345.80, 349.37, 325.10, 328.50, 118543398
02/10/25, 356.21, 362.70, 350.51, 350.73, 77514898
02/07/25, 370.19, 380.5459, 360.34, 361.62, 70298258
02/06/25, 373.03, 375.40, 363.18, 374.32, 77918234
02/05/25, 387.51, 388.39, 375.53, 378.17, 57614719
02/04/25, 382.63, 394.00, 381.40, 392.21, 57072238
02/03/25, 386.68, 389.17, 374.36, 383.68, 93732117
01/31/25, 401.53, 419.99, 401.34, 404.60, 83568227
01/30/25, 410.78, 412.50, 384.41, 400.28, 98092883
01/29/25, 395.21, 398.5899, 384.48, 389.10, 68033648
01/28/25, 396.91, 400.59, 386.50, 398.09, 48910680
01/27/25, 394.80, 406.69, 389.00, 397.15, 58125512
01/24/25, 414.45, 418.88, 405.78, 406.58, 56427152
01/23/25, 416.06, 420.73, 408.95, 412.38, 50690594
01/22/25, 416.81, 428.00, 414.59, 415.11, 60963340
01/21/25, 432.64, 433.20, 406.31, 424.07, 87320891
01/17/25, 421.50, 439.74, 419.75, 426.50, 94991430
01/16/25, 423.49, 424.00, 409.13, 413.82, 68335148
01/15/25, 409.90, 429.80, 405.661, 428.22, 81375453
01/14/25, 414.34, 422.64, 394.54, 396.36, 84565023
01/13/25, 383.21, 403.79, 380.07, 403.31, 67580484
01/10/25, 391.40, 399.28, 377.29, 394.74, 62287328
01/08/25, 392.95, 402.4999, 387.40, 394.94, 73038805
01/07/25, 405.83, 414.33, 390.00, 394.36, 75699531
01/06/25, 423.20, 426.43, 401.70, 411.05, 85516531
01/03/25, 381.48, 411.8799, 379.45, 410.44, 95423328
01/02/25, 390.10, 392.7299, 373.04, 379.28, 109710703
12/31/24, 423.79, 427.93, 402.54, 403.84, 76825117
12/30/24, 419.40, 427.00, 415.75, 417.41, 64941008
12/27/24, 449.52, 450.00, 426.50, 431.66, 82666812
12/26/24, 465.16, 465.3299, 451.02, 454.13, 76651211
12/24/24, 435.90, 462.78, 435.14, 462.28, 59551754
12/23/24, 431.00, 434.51, 415.4112, 430.60, 72698062
12/20/24, 425.505, 447.08, 417.64, 421.06, 132216203
12/19/24, 451.88, 456.36, 420.02, 436.17, 118566094
12/18/24, 466.495, 488.5399, 427.01, 440.13, 149340797
12/17/24, 475.90, 483.99, 457.5101, 479.86, 131223000
12/16/24, 441.09, 463.19, 436.15, 463.02, 114083797
12/13/24, 420.00, 436.30, 415.71, 436.23, 89000156
12/12/24, 424.84, 429.30, 415.00, 418.10, 87752234
12/11/24, 409.70, 424.88, 402.38, 424.77, 104287602
12/10/24, 392.68, 409.73, 390.85, 400.99, 97563586
12/09/24, 397.61, 404.80, 378.01, 389.79, 96359172
12/06/24, 377.42, 389.49, 370.80, 389.22, 81455828
12/05/24, 359.87, 375.43, 359.50, 369.49, 81403570
12/04/24, 353.00, 358.10, 348.60, 357.93, 50810871
12/03/24, 351.80, 355.69, 348.20, 351.42, 58267199
12/02/24, 352.38, 360.00, 351.1501, 357.09, 77986477
11/29/24, 336.08, 345.45, 334.6501, 345.16, 37167621
11/27/24, 341.80, 342.55, 326.59, 332.89, 57896441
11/26/24, 341.00, 346.96, 335.66, 338.23, 62295859
11/25/24, 360.14, 361.93, 338.20, 338.59, 95890898
11/22/24, 341.085, 361.53, 337.70, 352.56, 89140719
11/21/24, 343.81, 347.9899, 335.28, 339.64, 58011719
11/20/24, 345.00, 346.5999, 334.30, 342.03, 66340648
11/19/24, 335.76, 347.3799, 332.75, 346.00, 88852445
11/18/24, 340.73, 348.5499, 330.01, 338.74, 126547508
11/15/24, 310.57, 324.6799, 309.22, 320.72, 114440305
11/14/24, 327.69, 329.98, 310.37, 311.18, 120726094
11/13/24, 335.85, 344.5999, 322.50, 330.24, 125405602
11/12/24, 342.74, 345.84, 323.31, 328.49, 155726000
11/11/24, 346.30, 358.64, 336.00, 350.00, 210521594
11/08/24, 299.14, 328.71, 297.66, 321.22, 204782797
11/07/24, 288.89, 299.75, 285.52, 296.91, 117309203
11/06/24, 284.67, 289.59, 275.62, 288.53, 165228703
11/05/24, 247.34, 255.2799, 246.2101, 251.44, 69282516
11/04/24, 244.56, 248.90, 238.88, 242.84, 68802352
11/01/24, 252.043, 254.00, 246.63, 248.98, 57544762
10/31/24, 257.99, 259.75, 249.25, 249.85, 66575289
10/30/24, 258.035, 263.35, 255.8201, 257.55, 53993578
10/29/24, 264.51, 264.98, 255.51, 259.52, 80521750
10/28/24, 270.00, 273.536, 262.24, 262.51, 107653602
10/25/24, 256.01, 269.49, 255.32, 269.19, 161611906
10/24/24, 244.68, 262.1199, 242.65, 260.48, 204491906
10/23/24, 217.125, 218.72, 212.11, 213.65, 80938891
10/22/24, 217.31, 218.22, 215.26, 217.97, 43268738
10/21/24, 218.90, 220.48, 215.726, 218.85, 47328992
10/18/24, 220.71, 222.28, 219.23, 220.70, 49611871
10/17/24, 221.59, 222.08, 217.90, 220.89, 50791781
10/16/24, 221.40, 222.8199, 218.93, 221.33, 49632820
10/15/24, 220.01, 224.26, 217.12, 219.57, 62988793
10/14/24, 220.13, 221.91, 213.74, 219.16, 86291922
10/11/24, 220.13, 223.34, 214.38, 217.80, 142628891
10/10/24, 241.81, 242.7899, 232.34, 238.77, 83087055
10/09/24, 243.82, 247.43, 239.51, 241.05, 66289531
10/08/24, 243.56, 246.21, 240.56, 244.50, 56303160
10/07/24, 249.00, 249.83, 240.70, 240.83, 68113273
10/04/24, 246.69, 250.96, 244.58, 250.08, 86726289
10/03/24, 244.48, 249.79, 237.81, 240.66, 80729242
10/02/24, 247.55, 251.1585, 241.50, 249.02, 93983930
10/01/24, 262.67, 263.98, 248.53, 258.02, 87397609
09/30/24, 259.04, 264.86, 255.77, 261.63, 80873375
09/27/24, 257.375, 260.6999, 254.12, 260.46, 70988070
09/26/24, 260.60, 261.75, 251.53, 254.22, 67142195
09/25/24, 252.54, 257.05, 252.28, 257.02, 65034320
09/24/24, 254.08, 257.19, 249.0501, 254.27, 88491000
09/23/24, 242.61, 250.00, 241.92, 250.00, 86927195
09/20/24, 241.52, 243.99, 235.92, 238.25, 99879070
09/19/24, 234.00, 244.24, 232.13, 243.92, 102694602
09/18/24, 230.09, 235.68, 226.88, 227.20, 78010203
09/17/24, 229.45, 234.57, 226.5533, 227.87, 66761641
09/16/24, 229.30, 229.96, 223.53, 226.78, 54323000
09/13/24, 228.00, 232.67, 226.32, 230.29, 59515113
09/12/24, 224.66, 231.45, 223.83, 229.81, 72020039
09/11/24, 224.55, 228.47, 216.8003, 228.13, 83548633
09/10/24, 220.07, 226.40, 218.6377, 226.17, 78891133
09/09/24, 216.20, 219.87, 213.67, 216.27, 67443523
09/06/24, 232.60, 233.60, 210.51, 210.73, 112177000
09/05/24, 223.49, 235.00, 222.25, 230.17, 119355000
09/04/24, 210.59, 222.22, 210.57, 219.41, 80651766
09/03/24, 215.26, 219.904, 209.64, 210.60, 76551800
08/30/24, 208.63, 214.5701, 207.03, 214.11, 63370609
08/29/24, 209.80, 214.89, 205.97, 206.28, 62308820
08/28/24, 209.72, 211.84, 202.59, 205.75, 64116352
08/27/24, 213.25, 215.66, 206.94, 209.21, 62821391
08/26/24, 218.75, 219.09, 211.01, 213.21, 59301191
08/23/24, 214.455, 221.48, 214.21, 220.32, 81525211
08/22/24, 223.82, 224.80, 210.32, 210.66, 79514477
08/21/24, 222.67, 224.6594, 218.86, 223.27, 70145961
08/20/24, 224.88, 228.22, 219.56, 221.10, 74001188
08/19/24, 217.07, 222.98, 214.09, 222.72, 76435219
08/16/24, 211.15, 219.80, 210.80, 216.12, 88765117
08/15/24, 205.02, 215.88, 204.82, 214.14, 89848531
08/14/24, 207.39, 208.44, 198.75, 201.38, 70250008
08/13/24, 198.47, 208.49, 197.06, 207.83, 76247391
08/12/24, 199.02, 199.26, 194.67, 197.49, 64044898
08/09/24, 197.05, 200.88, 195.11, 200.00, 58648273
08/08/24, 195.70, 200.70, 192.04, 198.84, 65033871
08/07/24, 200.77, 203.49, 191.48, 191.76, 71159773
08/06/24, 200.75, 202.90, 192.67, 200.64, 73783938
08/05/24, 185.22, 203.8799, 182.00, 198.88, 100308797
08/02/24, 214.88, 216.13, 205.78, 207.67, 82880117
